Estimulo,Latencia,Vpeak,Gain,Error+,Error-,Latencia_v,Vpeak_v
-6,260.000000,246.157000,1.035268,0.217999,NaN,200.000000,213.868000
-6,210.000000,211.927000,0.920217,NaN,-0.096211,190.000000,162.379000
12,220.000000,364.264000,1.064042,0.354953,NaN,200.000000,423.230000
12,230.000000,286.050000,1.022184,0.152318,NaN,180.000000,448.017000
6,190.000000,263.567000,1.018367,NaN,-0.072810,190.000000,287.335000
-12,220.000000,416.830000,1.044469,0.341131,NaN,190.000000,382.541000
6,180.000000,214.577000,0.969985,0.272959,NaN,200.000000,322.617000
-12,210.000000,371.045000,1.007598,0.291136,NaN,NaN,NaN
