20180508T125311.189493 327.972 187.058 171 157.512 142.088 327.918 225.32 354.406 225.46 20180508T125311.189493 960 540
20180508T125311.197221 327.797 187.639 170.424 158.322 142.603 327.817 225.781 354.198 225.83 20180508T125311.197221 960 540
20180508T125311.209192 327.571 187.511 170.138 157.911 140.412 327.97 226.305 354.137 226.27 20180508T125311.209192 960 540
20180508T125311.217190 327.332 187.878 169.966 157.928 140.324 327.97 226.305 354.245 226.335 20180508T125311.217190 960 540
20180508T125311.228463 327.215 187.433 169.954 157.141 142.163 327.595 226.278 354 226.231 20180508T125311.228463 960 540
20180508T125311.237452 326.998 187.644 169.482 156.962 142.425 327.451 226.069 353.911 225.956 20180508T125311.237452 960 540
20180508T125311.248950 326.582 187.257 169.341 156.65 140.573 327.253 225.725 353.809 225.744 20180508T125311.248950 960 540
20180508T125311.256965 326.549 186.9 168.991 156.719 143.719 327 225.178 353.551 225.24 20180508T125311.256965 960 540
20180508T125311.268600 326.514 186.88 169.059 156.419 143.416 327.013 224.895 353.395 224.92 20180508T125311.268600 960 540
20180508T125311.277467 326.422 186.08 168.662 156.328 142.127 326.832 224.505 353.34 224.48 20180508T125311.277467 960 540
20180508T125311.288615 326.012 185.896 168.618 155.25 144.291 326.772 224.049 353.249 224.147 20180508T125311.288615 960 540
20180508T125311.297201 325.825 185.41 168.539 155.089 141.257 326.493 223.928 353.101 223.918 20180508T125311.297201 960 540
20180508T125311.309195 325.727 184.764 169.331 155.124 138.257 326.395 223.58 352.964 223.544 20180508T125311.309195 960 540
20180508T125311.316975 325.625 185.255 168.199 154.729 145.044 326.058 223.275 352.737 223.327 20180508T125311.316975 960 540
20180508T125311.328356 325.192 185.181 167.859 154.339 143.261 325.891 223.266 352.383 223.179 20180508T125311.328356 960 540
20180508T125311.337191 324.731 185.185 167.759 154.389 142.87 325.731 223.336 352.244 223.35 20180508T125311.337191 960 540
20180508T125311.348614 324.696 185.263 167.711 154.664 142.952 325.465 223.692 351.92 223.725 20180508T125311.348614 960 540
20180508T125311.357188 324.446 185.685 167.867 154.328 141.015 325.467 224.205 351.933 224.191 20180508T125311.357188 960 540
20180508T125311.369208 324.635 186.255 167.66 154.9 144.1 325.378 224.778 351.913 224.722 20180508T125311.369208 960 540
20180508T125311.377175 324.294 186.963 167.014 154.448 142.246 325.373 225.268 351.872 225.534 20180508T125311.377175 960 540
20180508T125311.388465 324.009 187.47 166.692 154.125 140.31 325.506 225.866 351.933 226.191 20180508T125311.388465 960 540
20180508T125311.397163 324.247 187.91 167.133 153.994 140.685 325.556 226.613 352.16 226.549 20180508T125311.397163 960 540
20180508T125311.408610 324.639 188.716 166.406 154.679 141.736 325.607 227.064 352.287 227.279 20180508T125311.408610 960 540
20180508T125311.417168 324.648 189.077 166.57 154.304 141.1 325.782 227.577 352.439 227.726 20180508T125311.417168 960 540
20180508T125311.429193 324.803 189.501 165.968 153.889 141.457 325.936 228.013 352.605 228.285 20180508T125311.429193 960 540
20180508T125311.441190 324.14 189.956 165.507 153.457 135.424 326.059 228.32 352.741 228.439 20180508T125311.441190 960 540
20180508T125311.448967 324.836 190.163 166.235 153.915 140.817 326.155 228.535 352.866 228.902 20180508T125311.448967 960 540
20180508T125311.461182 324.588 190.294 165.496 153.773 137.807 326.105 228.998 352.781 228.911 20180508T125311.461182 960 540
20180508T125311.470161 324.865 191.163 165.671 153.769 140.585 325.865 229.367 352.817 229.646 20180508T125311.470161 960 540
20180508T125311.480462 324.38 191.405 165.35 153.052 139.164 325.913 230.04 352.678 230.215 20180508T125311.480462 960 540
20180508T125311.488966 324.535 191.689 165.214 153.461 138.307 326.125 230.391 352.779 230.493 20180508T125311.488966 960 540
20180508T125311.501425 324.477 192.104 165.176 152.993 139.278 326.093 230.556 352.866 230.902 20180508T125311.501425 960 540
20180508T125311.507978 324.388 192.397 164.959 152.761 138.126 326.085 230.643 352.777 230.766 20180508T125311.507978 960 540
20180508T125311.519918 324.49 192.486 164.68 152.896 140.582 326.009 230.66 352.667 230.836 20180508T125311.519918 960 540
20180508T125311.529458 324.346 192.402 164.316 152.972 138.953 325.837 230.687 352.507 230.769 20180508T125311.529458 960 540
20180508T125311.541494 324.164 192.333 164.859 152.566 139.131 325.772 230.697 352.439 230.779 20180508T125311.541494 960 540
20180508T125311.548788 324.127 192.286 164.568 152.706 139.548 325.772 230.697 352.453 230.685 20180508T125311.548788 960 540
20180508T125311.560782 323.966 192.237 164.463 152.424 140.39 325.691 230.649 352.318 230.5 20180508T125311.560782 960 540
20180508T125311.569182 323.924 191.867 164.407 152.149 139.169 325.61 230.419 352.155 230.535 20180508T125311.569182 960 540
20180508T125311.580467 323.722 191.878 164.255 151.898 137.533 325.61 230.305 352.125 230.391 20180508T125311.580467 960 540
20180508T125311.589185 323.783 191.761 163.985 151.888 140.044 325.61 230.205 352.125 230.391 20180508T125311.589185 960 540
20180508T125311.600612 323.822 191.798 163.881 151.894 139.894 325.61 230.205 352.125 230.391 20180508T125311.600612 960 540
20180508T125311.609180 323.679 191.883 164.123 152.027 137.937 325.494 230.336 352.125 230.391 20180508T125311.609180 960 540
20180508T125311.621180 323.899 191.617 164.245 151.85 138.274 325.55 230.457 352.125 230.391 20180508T125311.621180 960 540
20180508T125311.629155 323.818 192.219 163.975 152.327 138.948 325.534 230.487 352.205 230.71 20180508T125311.629155 960 540
20180508T125311.640341 323.871 192.144 164.005 152.158 138.23 325.654 230.605 352.542 230.793 20180508T125311.640341 960 540
