Resolution,1920,1080,Distance,58.8,Width,48.5,Subject,01036,Test,CC9-03082018-104953,Calibration,CC9-03082018-104953
628,-22.3606,11.9296,-21.99,12.5926,-58.56,54.0786,-0.370591,-0.663056,3716.57,-22.7268,13.3267,0
639,-22.6401,13.0583,-21.99,12.5926,-25.4107,102.615,-0.650109,0.465713,3721.83,-22.8276,13.8091,0
647,-22.5389,13.6659,-21.99,12.5926,12.648,75.9426,-0.548924,1.07325,3726.31,-22.7387,13.8921,0
660,-22.5349,13.6906,-21.99,12.5926,0.310996,1.90235,-0.544881,1.09798,3729.65,-22.4226,13.6473,0
667,-22.5162,13.6861,-21.99,12.5926,2.66389,-0.648617,-0.526234,1.09344,3731.51,-22.3828,13.6383,0
679,-22.5154,13.6859,-21.99,12.5926,0.0686674,-0.0161829,-0.52541,1.09325,3732.21,-22.7727,13.8222,0
691,-22.5234,13.6886,-21.99,12.5926,-0.666081,0.222671,-0.533403,1.09592,3732.38,-22.4456,13.572,0
699,-22.7102,13.7488,-21.99,12.5926,-23.3568,7.52713,-0.720257,1.15614,3732.18,-22.8822,13.8202,0
711,-22.8252,13.8081,-21.99,12.5926,-9.57918,4.94569,-0.835207,1.21549,3731.35,-22.8418,13.8235,0
719,-22.8297,13.8116,-21.99,12.5926,-0.560901,0.439605,-0.839695,1.219,3729.59,-22.765,13.9142,0
731,-22.8223,13.8351,-21.99,12.5926,0.618014,1.95623,-0.832278,1.24248,3727.18,-22.8268,13.8993,0
739,-22.7581,13.842,-21.99,12.5926,8.02435,0.86563,-0.768084,1.2494,3724.4,-22.43,13.6168,0
751,-22.7104,13.8393,-21.99,12.5926,3.97285,-0.229909,-0.720409,1.24665,3720.78,-22.6873,13.865,0
759,-22.7085,13.8386,-21.99,12.5926,0.234506,-0.0784775,-0.718533,1.24602,3715.42,-22.7178,13.8524,0
771,-22.7112,13.8275,-21.99,12.5926,-0.220139,-0.931857,-0.721175,1.23484,3707.57,-22.709,13.8458,0
780,-22.7202,13.8288,-21.99,12.5926,-1.00918,0.147503,-0.730258,1.23616,3697.19,-22.7606,13.8086,0
791,-22.736,13.8234,-21.99,12.5926,-1.43308,-0.48629,-0.746022,1.23081,3685.45,-22.7341,13.811,0
799,-22.739,13.8123,-21.99,12.5926,-0.37708,-1.38869,-0.749038,1.2197,3673.58,-22.7296,13.8043,0
812,-22.7388,13.8118,-21.99,12.5926,0.0156843,-0.042621,-0.748834,1.21915,3660.89,-22.757,13.8408,0
820,-22.7318,13.81,-21.99,12.5926,0.881245,-0.222262,-0.741784,1.21737,3646.17,-22.7339,13.8151,0
831,-22.73,13.8085,-21.99,12.5926,0.164341,-0.133662,-0.739977,1.2159,3631.04,-22.7301,13.7979,0
839,-22.7282,13.808,-21.99,12.5926,0.220017,-0.065137,-0.738216,1.21538,3618.05,-22.711,13.8099,0
851,-22.7283,13.807,-21.99,12.5926,-0.0111683,-0.0877541,-0.73835,1.21433,3606.12,-22.7167,13.7981,0
859,-22.7291,13.8049,-21.99,12.5926,-0.0926151,-0.257508,-0.739091,1.21227,3592.51,-22.73,13.7988,0
872,-22.7367,13.8066,-21.99,12.5926,-0.587403,0.128031,-0.746728,1.21393,3576.84,-22.7711,13.8172,0
880,-22.7504,13.8072,-21.99,12.5926,-1.70527,0.0830955,-0.76037,1.2146,3560.72,-22.7469,13.7945,0
891,-22.7571,13.8075,-21.99,12.5926,-0.609894,0.0242682,-0.767079,1.21486,3546.16,-22.7557,13.8173,0
899,-22.765,13.8071,-21.99,12.5926,-0.995713,-0.0539978,-0.775044,1.21443,3534.4,-22.7577,13.8008,0
911,-22.7724,13.8047,-21.99,12.5926,-0.616825,-0.195186,-0.782446,1.21209,3524.95,-22.7894,13.8088,0
919,-22.7873,13.8079,-21.99,12.5926,-1.85505,0.399021,-0.797287,1.21528,3515.57,-22.7915,13.7613,0
932,-22.7932,13.8037,-21.99,12.5926,-0.453803,-0.322328,-0.803186,1.21109,3504.62,-22.7879,13.8452,0
943,-22.7936,13.8036,-21.99,12.5926,-0.035372,-0.0104946,-0.803575,1.21098,3493.71,-22.8028,13.7874,0
951,-22.7935,13.8038,-21.99,12.5926,0.00389777,0.0239972,-0.803544,1.21117,3484.37,-22.8108,13.7999,0
963,-22.792,13.8085,-21.99,12.5926,0.125061,0.393015,-0.802043,1.21588,3474.35,-22.7867,13.8244,0
971,-22.7768,13.8184,-21.99,12.5926,1.90254,1.2331,-0.786823,1.22575,3462.03,-22.7672,13.8131,0
983,-22.7579,13.8202,-21.99,12.5926,1.5784,0.154265,-0.767882,1.2276,3450.09,-22.7153,13.8682,0
991,-22.7436,13.8172,-21.99,12.5926,1.77872,-0.384397,-0.753652,1.22452,3440.82,-22.7315,13.8301,0
1003,-22.7423,13.8207,-21.99,12.5926,0.111334,0.295726,-0.752316,1.22807,3432.63,-22.6287,9.65147,0
1011,-22.7414,13.8238,-21.99,12.5926,0.118858,0.389725,-0.751366,1.23119,3423.6,-22.818,13.8291,0
1023,-22.7342,13.8229,-21.99,12.5926,0.592379,-0.0808324,-0.744257,1.23022,3413.9,-22.7288,13.8599,0
1031,-22.7308,13.8385,-21.99,12.5926,0.436118,1.96017,-0.740768,1.2459,3404.54,-22.7582,13.847,0
1043,-22.7211,13.8844,-21.99,12.5926,0.808301,3.82102,-0.731068,1.29175,3396.53,-22.7088,13.944,0
1051,-22.7048,13.9133,-21.99,12.5926,2.02611,3.61186,-0.71486,1.32065,3390.3,-22.6846,13.9132,0
1063,-22.6938,13.9128,-21.99,12.5926,0.92465,-0.0409764,-0.703764,1.32016,3385.31,-22.6965,13.9193,0
1071,-22.6898,13.915,-21.99,12.5926,0.493313,0.27654,-0.699817,1.32237,3381.03,-22.6971,13.8873,0
1083,-22.6904,13.9119,-21.99,12.5926,-0.0528143,-0.261417,-0.700451,1.31923,3377.57,-22.6431,13.8887,0
1091,-22.6941,13.9091,-21.99,12.5926,-0.463241,-0.344392,-0.704157,1.31648,3375,-22.6821,13.9433,0
1103,-22.6982,13.9048,-21.99,12.5926,-0.337331,-0.356534,-0.708205,1.3122,3373.03,-22.7266,13.8456,0
1113,-22.707,13.9075,-21.99,12.5926,-0.876253,0.266923,-0.716967,1.31487,3370.93,-22.8048,13.9235,0
1124,-22.7124,13.9092,-21.99,12.5926,-0.490617,0.153256,-0.722364,1.31655,3367.68,-22.7202,13.8691,0
1131,-22.7132,13.9097,-21.99,12.5926,-0.122667,0.0682284,-0.723223,1.31703,3362.69,-22.6853,13.9091,0
1143,-22.7121,13.9151,-21.99,12.5926,0.0909502,0.456328,-0.722132,1.32251,3356.66,-22.7152,13.9153,0
1151,-22.7116,13.9153,-21.99,12.5926,0.0595315,0.0169339,-0.721655,1.32264,3350.64,-22.7105,13.9331,0
1163,-22.7101,13.9147,-21.99,12.5926,0.131626,-0.045963,-0.720076,1.32209,3345.2,-22.7049,13.927,0
1171,-22.7104,13.9106,-21.99,12.5926,-0.0426098,-0.516071,-0.720417,1.31796,3340.92,-22.6941,13.9031,0
1183,-22.7032,13.8972,-21.99,12.5926,0.598584,-1.11736,-0.713234,1.30456,3338.19,-22.6653,13.8798,0
1195,-22.6981,13.8827,-21.99,12.5926,0.426666,-1.20624,-0.708114,1.29008,3336.66,-22.7487,13.8721,0
1204,-22.7001,13.8731,-21.99,12.5926,-0.22227,-1.06469,-0.710114,1.2805,3335.77,-22.7109,13.8791,0
1215,-22.7109,13.8682,-21.99,12.5926,-0.984255,-0.445856,-0.720941,1.27559,3335.3,-22.6858,13.8756,0
1223,-22.7282,13.8679,-21.99,12.5926,-2.15544,-0.0400191,-0.738184,1.27527,3335.12,-22.7403,13.8586,0
1236,-22.731,13.8561,-21.99,12.5926,-0.218843,-0.91027,-0.741029,1.26344,3335,-22.7141,13.8242,0
1246,-22.7405,13.8418,-21.99,12.5926,-0.952395,-1.42569,-0.750553,1.24918,3334.73,-22.7484,13.8108,0
1254,-22.7427,13.8321,-21.99,12.5926,-0.264534,-1.21195,-0.75267,1.23949,3334.15,-22.7442,13.8189,0
1262,-22.7406,13.827,-21.99,12.5926,0.255723,-0.645359,-0.750624,1.23432,3333.09,-22.7513,13.841,0
1275,-22.7401,13.8269,-21.99,12.5926,0.0379607,-0.0019065,-0.75013,1.2343,3330.85,-22.7385,13.7932,0
1282,-22.7306,13.8317,-21.99,12.5926,1.35979,0.677407,-0.740612,1.23904,3326.47,-22.7261,13.8256,0
1296,-22.7207,13.8448,-21.99,12.5926,0.708121,0.936815,-0.730698,1.25216,3320.39,-22.7129,13.8538,0
1303,-22.7165,13.864,-21.99,12.5926,0.59735,2.74237,-0.726517,1.27135,3314.58,-22.7503,13.8822,0
1314,-22.714,13.8767,-21.99,12.5926,0.224847,1.15569,-0.724043,1.28407,3310.35,-22.6986,13.8918,0
1323,-22.7162,13.8778,-21.99,12.5926,-0.235649,0.118797,-0.726164,1.28514,3307.22,-22.7188,13.8547,0
1334,-22.7203,13.8786,-21.99,12.5926,-0.38124,0.0769459,-0.730358,1.28598,3303.68,-22.7238,13.8915,0
1342,-22.7299,13.8766,-21.99,12.5926,-1.19573,-0.248636,-0.739924,1.28399,3298.47,-22.7408,13.8676,0
1357,-22.7426,13.8756,-21.99,12.5926,-0.848387,-0.0668979,-0.752649,1.28299,3291.75,-22.7489,13.8672,0
1363,-22.744,13.8718,-21.99,12.5926,-0.219308,-0.644863,-0.753965,1.27912,3284.73,-22.7788,13.8833,0
1374,-22.7439,13.8717,-21.99,12.5926,0.00682721,-0.00840623,-0.75389,1.27903,3278.59,-22.7497,13.8818,0
1382,-22.7408,13.8734,-21.99,12.5926,0.389568,0.219226,-0.750774,1.28078,3273.81,-22.7208,13.8619,0
1394,-22.7257,13.874,-21.99,12.5926,1.25514,0.051024,-0.735712,1.28139,3269.78,-22.7137,13.8783,0
1402,-22.7113,13.8748,-21.99,12.5926,1.80176,0.0920899,-0.721298,1.28213,3265.91,-21.0676,11.961,0
1415,-22.6942,13.8691,-21.99,12.5926,1.31487,-0.438056,-0.704204,1.27644,3262.79,-22.687,13.8746,0
1423,-22.4465,13.7934,-21.99,12.5926,30.9648,-9.45697,-0.456486,1.20078,3261.15,-22.7088,13.8781,0
1434,-21.8212,13.2668,-21.99,12.5926,56.8419,-47.8754,0.168775,0.674151,3260.7,-21.0614,11.9664,0
1446,-21.2548,12.3961,-21.99,12.5926,47.1985,-72.5575,0.735157,-0.196539,3260.93,-21.0744,11.9154,0
1455,-21.0702,11.9525,-21.99,12.5926,20.5164,-49.2838,0.919805,-0.640093,3270.3,-21.0121,11.8488,0
1466,-21.0476,11.9311,-21.99,12.5926,2.0515,-1.95263,0.942371,-0.661572,3328.01,-21.0331,11.908,0
1475,-20.8332,11.9582,-21.99,12.5926,23.828,3.01171,1.15682,-0.634467,3512.34,-21.021,11.9343,0
1489,-16.0082,12.754,0,12.5926,344.642,56.8427,-16.0082,0.161331,3839.92,-0.00259035,12.4138,0
1499,-8.40784,13.191,0,12.5926,760.033,43.7059,-8.40784,0.59839,4168.64,-0.0774283,12.419,0
1516,-2.98453,12.7202,0,12.5926,319.018,-27.6951,-2.98453,0.127574,4356.63,-0.0565631,12.4474,0
1528,-0.195621,12.4317,0,12.5926,232.409,-24.0459,-0.195621,-0.160977,4420.44,-0.079668,12.1419,0
1535,-0.0809023,12.4138,0,12.5926,16.3884,-2.54788,-0.0809023,-0.178812,4437.63,-0.0824027,12.4397,0
1543,-0.077191,12.4155,0,12.5926,0.463901,0.214423,-0.077191,-0.177097,4445.12,-0.0871236,12.3619,0
1552,-0.0732074,12.4156,0,12.5926,0.442624,0.00808053,-0.0732074,-0.177024,4450.65,-0.0455656,12.404,0
1561,-0.0670149,12.4232,0,12.5926,0.688059,0.845941,-0.0670149,-0.169411,4455.42,-0.0591881,12.4394,0
1572,-0.0650151,12.4215,0,12.5926,0.1818,-0.157247,-0.0650151,-0.17114,4459.84,-0.0440273,12.4495,0
1583,-0.0649387,12.4214,0,12.5926,0.00694399,-0.00826121,-0.0649387,-0.171231,4464.94,-0.0545155,12.4229,0
1589,-0.0650239,12.4205,0,12.5926,-0.0142059,-0.152644,-0.0650239,-0.172147,4471.97,-0.0725055,12.4165,0
1601,-0.0670889,12.3986,0,12.5926,-0.172078,-1.82095,-0.0670889,-0.193999,4481.09,-0.100475,12.3731,0
1609,-0.0700025,12.3749,0,12.5926,-0.364196,-2.97023,-0.0700025,-0.21776,4490.74,-0.0911049,12.3496,0
1621,-0.0698696,12.3735,0,12.5926,0.0110678,-0.117596,-0.0698696,-0.219172,4499.11,-0.0462039,12.3829,0
1631,-0.0640181,12.3642,0,12.5926,0.585154,-0.927331,-0.0640181,-0.228445,4506.81,-0.0713186,12.1867,0
1642,-0.0636351,12.3636,0,12.5926,0.0348212,-0.0514256,-0.0636351,-0.229011,4516.02,-0.0556794,12.4175,0
1649,-0.0601337,12.3634,0,12.5926,0.500193,-0.0255388,-0.0601337,-0.229189,4527.36,-0.0843185,12.1189,0
1661,-0.0547179,12.3671,0,12.5926,0.451315,0.305046,-0.0547179,-0.225529,4539.81,-0.0831861,12.3421,0
1669,-0.0535189,12.3712,0,12.5926,0.149875,0.512942,-0.0535189,-0.221425,4552.35,-0.0580003,12.3974,0
1681,-0.0424855,12.3661,0,12.5926,0.919454,-0.428723,-0.0424855,-0.22657,4564.26,-0.0208722,12.3626,0
1690,-0.0249873,12.3639,0,12.5926,1.94424,-0.237937,-0.0249873,-0.228711,4575.08,-0.0268667,12.3724,0
1701,-0.0228833,12.3586,0,12.5926,0.191275,-0.481331,-0.0228833,-0.234006,4584.03,-0.00820723,12.3378,0
1709,-0.0205907,12.3535,0,12.5926,0.286573,-0.63433,-0.0205907,-0.239081,4590.42,-0.0141896,12.3451,0
1721,-0.0190123,12.3489,0,12.5926,0.131535,-0.387653,-0.0190123,-0.243732,4594.92,-0.0293013,12.3196,0
1729,-0.0197035,12.3438,0,12.5926,-0.086393,-0.635332,-0.0197035,-0.248815,4598.91,-0.00474041,12.3513,0
1741,-0.0237479,12.3403,0,12.5926,-0.337037,-0.296976,-0.0237479,-0.252379,4603.46,0.0036224,12.3527,0
1749,-0.0278274,12.3348,0,12.5926,-0.50994,-0.680331,-0.0278274,-0.257821,4609.86,-0.0279627,12.3384,0
1763,-0.0293487,12.3343,0,12.5926,-0.108664,-0.0398272,-0.0293487,-0.258379,4619.52,-0.0322924,12.3312,0
1772,-0.0325758,12.3237,0,12.5926,-0.358568,-1.1756,-0.0325758,-0.268959,4632.82,-0.0243288,12.3002,0
1783,-0.0409286,12.3136,0,12.5926,-0.75934,-0.918777,-0.0409286,-0.279066,4648.31,-0.0614221,12.2944,0
1794,-0.0556244,12.3143,0,12.5926,-1.33599,0.0675643,-0.0556244,-0.278323,4662.58,-0.0645657,12.3087,0
1802,-0.0788895,12.3106,0,12.5926,-2.90814,-0.462646,-0.0788895,-0.282024,4673.97,-0.124675,12.3205,0
1814,-0.0921157,12.3088,0,12.5926,-1.10218,-0.153789,-0.0921157,-0.283869,4683.76,-0.120712,12.3287,0
1822,-0.0941949,12.2963,0,12.5926,-0.259892,-1.56277,-0.0941949,-0.296372,4691.87,-0.0996449,12.2675,0
1834,-0.0955501,12.2841,0,12.5926,-0.112938,-1.01316,-0.0955501,-0.30853,4697.5,-0.082552,12.2825,0
1842,-0.0917808,12.2832,0,12.5926,0.471159,-0.111633,-0.0917808,-0.309423,4701.78,-0.0902934,12.2821,0
1855,-0.0783384,12.2864,0,12.5926,1.03403,0.246113,-0.0783384,-0.306223,4705.9,-0.0734513,12.2819,0
1863,0.0216147,12.3893,0,12.5926,12.4941,12.8668,0.0216147,-0.203289,4710.66,0.280822,12.6936,0
1873,0.268713,12.5934,0,12.5926,24.7099,20.4083,0.268713,0.00079437,4717.41,0.623078,12.9627,0
1881,0.472651,12.7123,0,12.5926,25.4922,14.8544,0.472651,0.11963,4726.16,0.596809,12.7189,0
1893,0.509853,12.7365,0,12.5926,3.1002,2.02195,0.509853,0.143893,4734.02,0.549861,12.7427,0
1902,0.511889,12.7438,0,12.5926,0.226129,0.803104,0.511889,0.151121,4738.82,0.474893,12.7798,0
1914,0.511677,12.7441,0,12.5926,-0.0176011,0.0253647,0.511677,0.151425,4742.12,0.499769,12.7485,0
1922,0.505972,12.7439,0,12.5926,-0.713128,-0.0215443,0.505972,0.151253,4747.13,0.473934,12.7449,0
1934,0.502766,12.7263,0,12.5926,-0.267173,-1.46589,0.502766,0.133662,4755.24,0.445469,12.6871,0
1941,0.499061,12.6938,0,12.5926,-0.529342,-4.64057,0.499061,0.101178,4764.45,0.502381,12.6618,0
1953,0.503449,12.6799,0,12.5926,0.365719,-1.15605,0.503449,0.0873057,4771.85,0.526992,12.6228,0
1961,0.504616,12.6793,0,12.5926,0.145763,-0.0803932,0.504616,0.0866625,4776.89,0.501751,12.6864,0
1973,0.504677,12.6797,0,12.5926,0.00509953,0.0375384,0.504677,0.087113,4780.98,0.521667,12.6831,0
1981,0.504801,12.6906,0,12.5926,0.0155209,1.3626,0.504801,0.0980138,4785.58,0.511833,12.7047,0
1993,0.498039,12.7041,0,12.5926,-0.563481,1.12503,0.498039,0.111514,4791.29,0.488581,12.713,0
2001,0.498553,12.7147,0,12.5926,0.0641969,1.31561,0.498553,0.122039,4797.68,0.48741,12.7344,0
2013,0.489826,12.7166,0,12.5926,-0.727234,0.161722,0.489826,0.12398,4804.61,0.489409,12.7252,0
2023,0.489808,12.7166,0,12.5926,-0.0017815,0.00304786,0.489808,0.12401,4812.3,0.503652,12.6696,0
2033,0.498165,12.7157,0,12.5926,0.835648,-0.0983205,0.498165,0.123027,4820.02,0.492852,12.7415,0
2045,0.498229,12.7116,0,12.5926,0.00535736,-0.334321,0.498229,0.119015,4827.44,0.531665,12.6993,0
2054,0.500221,12.7092,0,12.5926,0.221308,-0.272155,0.500221,0.116566,4835.6,0.519836,12.6747,0
2065,0.49896,12.7052,0,12.5926,-0.114579,-0.362625,0.49896,0.112577,4844.24,0.490896,12.724,0
2073,0.503421,12.6955,0,12.5926,0.557545,-1.21431,0.503421,0.102862,4851.02,0.495141,12.7171,0
2085,0.503432,12.6924,0,12.5926,0.000955742,-0.253995,0.503432,0.0998144,4854.67,0.540642,12.6976,0
2094,0.50625,12.6911,0,12.5926,0.313137,-0.144036,0.50625,0.0985181,4856.33,0.510805,12.6827,0
2106,0.503792,12.6698,0,12.5926,-0.204847,-1.78149,0.503792,0.0771403,4857.63,0.505626,12.6562,0
2115,0.499823,12.6467,0,12.5926,-0.441058,-2.56787,0.499823,0.0540294,4859.46,0.555293,12.6127,0
2125,0.466142,12.645,0,12.5926,-3.36805,-0.16729,0.466142,0.0523565,4862.6,0.439923,12.6576,0
2133,0.301711,12.6592,0,12.5926,-20.5539,1.779,0.301711,0.0665885,4868.13,-0.205611,12.6556,0
2146,0.0845388,12.6807,0,12.5926,-16.7055,1.65366,0.0845388,0.0880861,4875.69,-0.0944955,12.7332,0
2153,-0.009722,12.6954,0,12.5926,-13.4658,2.1036,-0.009722,0.102811,4882.87,-0.0106342,12.6947,0
2165,-0.0201854,12.6984,0,12.5926,-0.871952,0.246319,-0.0201854,0.105767,4888.69,-0.0325363,12.6988,0
2173,-0.0345727,12.701,0,12.5926,-1.79841,0.328179,-0.0345727,0.108393,4895.32,-0.0154266,12.6996,0
2185,-0.0355321,12.7005,0,12.5926,-0.0799501,-0.0457923,-0.0355321,0.107843,4904.32,-0.0464387,12.7054,0
