15175142002 290.18 299.411 96.4923 90.8352 112.938 313.762 320.089 331.701 320.701 15175142002 20 20
15175142011 290.196 299.336 96.71 91.0136 107.684 313.76 319.725 331.644 320.206 15175142011 20 20
15175142018 290.221 299.004 96.3303 90.9629 114.001 313.716 319.716 331.359 320.026 15175142018 20 20
15175142030 290.028 298.786 95.9915 90.6495 112.126 313.771 319.458 331.594 320.083 15175142030 20 20
15175142038 290.206 299.115 96.769 90.9899 114.185 313.752 319.461 331.682 320.051 15175142038 20 20
15175142051 290.449 299.038 96.2468 91.0273 111.916 313.804 319.482 331.833 320.167 15175142051 20 20
15175142059 290.387 299.227 96.297 91.3196 109.235 313.809 319.683 331.815 320.446 15175142059 20 20
15175142071 290.503 299.333 96.695 90.8387 110.165 313.809 319.683 331.701 320.5 15175142071 20 20
15175142079 290.401 299.443 96.7802 91.0247 111.153 313.72 319.812 331.701 320.701 15175142079 20 20
15175142092 290.438 299.528 96.1909 91.3344 107.092 313.744 319.917 331.632 320.299 15175142092 20 20
15175142100 290.21 299.267 96.5932 91.2992 108.463 313.836 319.785 331.644 320.206 15175142100 20 20
15175142112 290.381 299.197 96.9562 91.0924 108.467 313.725 319.567 331.607 320.446 15175142112 20 20
15175142120 290.443 299.056 96.6882 91.0934 108.376 313.734 319.463 331.544 320.056 15175142120 20 20
15175142132 290.262 299.012 96.5653 91.2304 107.451 313.804 319.274 331.594 320.083 15175142132 20 20
15175142140 290.215 299.127 96.892 91.1114 109.589 313.694 319.5 331.359 320.056 15175142140 20 20
15175142152 290.377 299.087 96.6766 91.5188 108.465 313.694 319.5 331.13 320.316 15175142152 20 20
15175142160 289.887 298.81 96.6365 90.2118 115.35 313.694 319.5 331.222 320.292 15175142160 20 20
15175142172 290.32 299.211 96.941 91.5089 108.64 313.642 319.77 331.109 320.109 15175142172 20 20
15175142184 290.443 299.4 96.9724 91.5215 111.281 313.836 319.785 331.256 320.139 15175142184 20 20
15175142192 290.576 299.319 96.8596 91.3371 108.012 313.804 319.69 331.655 320.399 15175142192 20 20
15175142204 290.802 299.335 97.2878 91.0565 108.361 313.968 319.403 331.836 320.215 15175142204 20 20
15175142212 290.766 299.047 97.3241 91.2792 104.711 314.029 319.118 331.862 320.185 15175142212 20 20
15175142224 290.925 299.299 97.0136 91.0729 106.798 314.113 319.205 331.967 320.333 15175142224 20 20
15175142232 290.846 299.456 97.1846 91.3765 107.482 314.047 319.448 331.862 320.185 15175142232 20 20
15175142244 290.713 299.542 97.2571 91.1914 105.631 314.069 319.603 331.794 320.744 15175142244 20 20
15175142252 290.542 299.313 96.9946 90.7977 111.314 313.831 319.878 331.836 320.785 15175142252 20 20
15175142264 290.752 299.649 97.1074 91.6206 105.111 313.831 319.878 331.776 320.874 15175142264 20 20
15175142272 290.723 299.561 97.286 91.3589 106.698 313.936 319.691 331.794 320.744 15175142272 20 20
15175142284 290.649 299.396 97.3774 91.3878 105.722 314.005 319.481 331.823 320.224 15175142284 20 20
15175142292 290.671 299.077 97.443 91.3903 107.784 313.931 319.18 331.867 320.113 15175142292 20 20
15175142304 290.704 298.789 97.8177 91.4351 108.953 314.032 318.86 331.889 319.807 15175142304 20 20
15175142312 290.836 299.131 97.6924 91.4785 107.646 313.928 319.072 331.817 320.183 15175142312 20 20
15175142324 290.698 299.558 97.2072 91.7891 104.316 314.005 319.481 331.701 320.299 15175142324 20 20
15175142332 290.743 299.667 97.6196 91.6884 103.833 313.761 319.731 331.5 320.624 15175142332 20 20
15175142344 290.694 299.777 97.8471 91.4726 104.177 313.785 319.903 331.288 320.836 15175142344 20 20
15175142352 290.64 299.793 96.782 91.6515 105.813 313.794 319.693 331.5 320.5 15175142352 20 20
15175142364 290.715 299.721 97.1145 91.6991 101.715 313.923 319.53 331.644 320.206 15175142364 20 20
15175142372 290.645 299.238 97.7249 91.1744 105.707 313.928 319.072 331.904 320.288 15175142372 20 20
15175142384 290.753 299.109 97.9899 91.4092 105.467 313.928 319.072 331.689 320.208 15175142384 20 20
15175142392 290.691 299.211 97.7415 91.5003 102.895 313.901 319.174 331.701 320.299 15175142392 20 20
15175142404 290.616 299.32 98.0708 91.5082 104.11 313.805 319.456 331.644 320.206 15175142404 20 20
15175142412 290.455 299.496 97.6823 91.3002 106.197 313.794 319.693 331.185 320.446 15175142412 20 20
15175142424 290.41 299.612 97.8956 91.5008 104.825 313.58 319.851 331.092 320.5 15175142424 20 20
15175142436 290.294 299.485 97.6633 91.6788 105.361 313.542 319.689 330.984 320.516 15175142436 20 20
15175142444 290.366 299.305 97.5732 91.6963 104.274 313.529 319.724 331.056 320.056 15175142444 20 20
15175142456 290.421 299.121 97.7674 91.1706 104.841 313.583 319.625 331.134 320.409 15175142456 20 20
15175142464 290.465 299.077 97.7476 91.5446 104.571 313.59 319.41 331.179 320.056 15175142464 20 20
15175142476 290.355 299.154 97.6917 91.4904 104.663 313.648 319.258 331.114 319.98 15175142476 20 20
15175142484 290.536 299.299 97.3059 91.9814 103.25 313.583 319.625 331.134 320.409 15175142484 20 20
15175142496 289.994 300.51 95.7934 92.1286 86.5089 313.403 319.874 331.011 320.28 15175142496 20 20
15175142504 290.174 299.818 97.183 91.841 104.785 313.37 319.877 330.814 320.745 15175142504 20 20
15175142516 289.971 299.471 97.4197 91.2532 110.38 313.333 319.778 330.814 320.745 15175142516 20 20
15175142524 290.434 299.661 97.343 91.6066 106.849 313.417 319.422 330.918 320.374 15175142524 20 20
15175142536 290.478 299.396 97.3734 91.5964 106.518 313.753 319.52 331.109 320.208 15175142536 20 20
15175142544 290.629 299.425 97.2884 91.306 106.832 313.965 319.348 331.641 320.255 15175142544 20 20
15175142556 291.266 299.557 96.9711 91.4828 105.264 314.524 319.726 332.22 320.43 15175142556 20 20
15175142564 296.127 299.184 96.8743 91.9805 90.8372 317.894 319.598 335.628 320.286 15175142564 20 20
15175142576 306.293 297.848 96.0344 94.4174 111.989 323.715 318.662 340.645 318.987 15175142576 20 20
15175142584 315.48 297.385 96.4776 94.752 90.4822 328.62 318.96 345.249 318.831 15175142584 20 20
15175142596 317.979 297.311 97.0767 94.9589 120.554 329.595 318.77 346.198 319.016 15175142596 20 20
15175142604 316.965 297.995 95.3946 95.281 128.375 329.15 319.15 345.823 319.015 15175142604 20 20
15175142616 323.517 298.52 108.857 98.3613 4.52827 328.941 318.963 345.713 319.287 15175142616 20 20
15175142624 320.033 297.971 101.464 96.8369 7.02011 328.941 318.963 345.595 318.667 15175142624 20 20
15175142636 318.011 297.653 96.861 96.4553 170.781 328.884 318.913 345.537 318.621 15175142636 20 20
15175142644 318.115 297.48 97.4514 96.6901 170.886 328.646 318.736 345.5 318.75 15175142644 20 20
15175142656 317.137 297.49 96.4267 95.2889 94.2882 328.75 318.875 345.461 318.812 15175142656 20 20
15175142664 316.212 297.594 96.4614 93.7789 101.595 328.597 318.692 345.082 319.005 15175142664 20 20
15175142676 316.224 297.878 96.1756 93.703 96.9496 328.577 318.814 345.031 319.438 15175142676 20 20
15175142688 316.054 298.169 96.3251 93.8905 100.901 328.37 319.043 345 319.139 15175142688 20 20
15175142696 316.141 298.383 95.8006 93.7459 92.757 328.695 318.979 345.406 319.679 15175142696 20 20
15175142708 316.372 297.963 96.3223 93.3909 100.138 328.826 318.84 345.625 319.542 15175142708 20 20
15175142716 316.214 297.455 96.0308 92.7667 114.145 329.15 319.15 345.828 319.161 15175142716 20 20
15175142728 317.536 298.96 97.1477 94.8794 42.5927 329.289 319.105 346.005 319.015 15175142728 20 20
15175142736 316.621 297.999 95.9037 94.3468 95.288 329.289 319.105 346.099 319.177 15175142736 20 20
15175142748 316.821 298.347 96.37 93.9389 107.402 329.369 319.234 345.989 319.802 15175142748 20 20
15175142756 316.763 299.355 95.5785 93.9257 54.3515 328.791 319.523 345.574 319.618 15175142756 20 20
15175142768 313.59 300.408 94.0898 87.6795 66.8724 328.822 319.915 345.497 320.021 15175142768 20 20
15175142776 316.077 298.194 95.5533 93.589 122.787 328.648 319.8 345.467 319.713 15175142776 20 20
15175142788 316.429 299.448 95.7714 93.8517 42.6615 328.698 318.975 345.429 319.292 15175142788 20 20
15175142796 316.583 298.277 96.4038 94.4393 99.7187 329.111 319.333 345.732 319.596 15175142796 20 20
15175142808 315.97 298.106 96.3064 94.2039 117.517 328.095 318.837 344.705 319 15175142808 20 20
15175142816 310.66 298.084 96.8345 94.3721 125.157 324.316 318.774 341.045 319.021 15175142816 20 20
15175142828 301.734 298.127 97.5051 94.0256 140.227 318.941 318.711 336.136 319.485 15175142828 20 20
15175142836 293.729 298.642 97.0396 92.7522 118.971 314.891 319.713 332.534 319.889 15175142836 20 20
15175142848 292.077 299.495 96.1069 92.7464 92.4189 314.42 319.66 332.323 320.385 15175142848 20 20
15175142856 292.654 299.583 96.2217 93.3659 105.74 314.762 320.027 332.448 320.295 15175142856 20 20
15175142868 292.263 299.183 97.1021 91.9861 102.073 314.778 319.873 332.402 320.212 15175142868 20 20
15175142876 292.552 298.934 97.2309 92.0614 105.422 314.633 319.537 332.368 320.025 15175142876 20 20
